업소명,업종명,소재지도로명주소,위도,경도
제주해바라기민박,민박,제주특별자치도 서귀포시 표선면 일주동로6285번길 13-12,33.30561 ,126.80135 
해비치힐링 민박,민박,제주특별자치도 서귀포시 표선면 일주동로6285번길 13-8,33.30553 ,126.80104 
지중해,민박,제주특별자치도 서귀포시 표선면 일주동로6455번길 21,33.30650 ,126.78381 
매일더탐나,민박,제주특별자치도 서귀포시 표선면 일주동로6455번길 9,33.30673 ,126.78289 
프리홈,민박,제주특별자치도 서귀포시 표선면 중산간동로 4910-13,33.37182 ,126.78352 
가시리별짱,민박,제주특별자치도 서귀포시 표선면 중산간동로 4910-17,33.37182 ,126.78292 
뺄라진 하우스 민박,민박,제주특별자치도 서귀포시 표선면 중산간동로 5101,33.36214 ,126.76742 
향금이네 민박,민박,제주특별자치도 서귀포시 표선면 중산간동로 5321-17,33.34362 ,126.77400 
산이네 민박,민박,제주특별자치도 서귀포시 표선면 중산간동로 5538,33.32782 ,126.76829 
제주미도,민박,제주특별자치도 서귀포시 표선면 중산간동로5570번길 53-18,33.32438 ,126.76077 
협이네하우스,민박,제주특별자치도 서귀포시 표선면 토산망동로 10-16,33.31045 ,126.78282 
별이네 민박,민박,제주특별자치도 서귀포시 표선면 토산망동로 15,33.31013 ,126.78165 
제주보름농장 하우스,민박,제주특별자치도 서귀포시 표선면 토산세화로35번길 24,33.33333 ,126.77045 
하널바당 민박,민박,제주특별자치도 서귀포시 표선면 토산중앙로 138-7,33.31811 ,126.77482 
하젠타운,민박,제주특별자치도 서귀포시 표선면 토산중앙로 140,33.31800 ,126.77451 
아름씨네 민박,민박,제주특별자치도 서귀포시 표선면 토산중앙로 40,33.30956 ,126.77770 
소랑세미,민박,제주특별자치도 서귀포시 표선면 토산중앙로 49번길 24-11,33.30964 ,126.77458 
제주달곰,민박,제주특별자치도 서귀포시 표선면 토산중앙로 64,33.31157 ,126.77673 
리하나하우스 민박,민박,제주특별자치도 서귀포시 표선면 토산중앙로16번길 16-10,33.30802 ,126.78128 
초코네하우스 민박,민박,제주특별자치도 서귀포시 표선면 토산중앙로16번길 16-12,33.30787 ,126.78133 
모코네하우스,민박,제주특별자치도 서귀포시 표선면 토산중앙로16번길 16-4,33.30858 ,126.78124 
심플토산,민박,제주특별자치도 서귀포시 표선면 토산중앙로287번길 15,33.32750 ,126.76459 
빌라빌레쿨라,민박,제주특별자치도 서귀포시 표선면 토산중앙로49번길 8,33.30950 ,126.77659 
블랑 게스트하우스,민박,제주특별자치도 서귀포시 표선면 표선관정로43번길 76-31,33.33356 ,126.82665 
엘마르 게스트하우스,민박,제주특별자치도 서귀포시 표선면 표선당포로 17,33.32603 ,126.84436 
카사마리나,민박,제주특별자치도 서귀포시 표선면 표선당포로 27,33.32650 ,126.84545 
표선이레하우스,민박,제주특별자치도 서귀포시 표선면 표선당포로 9,33.32575 ,126.84365 
제주조아통나무펜션,민박,제주특별자치도 서귀포시 표선면 표선동서로 113,33.31556 ,126.82694 
남촌풀하우스,민박,제주특별자치도 서귀포시 표선면 표선동서로 139,33.31700 ,126.82826 
아띠애,민박,제주특별자치도 서귀포시 표선면 표선동서로 35-36,33.31322 ,126.81946 
프리폴링,민박,제주특별자치도 서귀포시 표선면 표선동서로 35-40,33.31317 ,126.81910 
표선구르미 민박,민박,제주특별자치도 서귀포시 표선면 표선동서로 356,33.33363 ,126.83984 
새벽별 민박,민박,제주특별자치도 서귀포시 표선면 표선동서로61번길 45-56,33.31370 ,126.81979 
뉴그린 민박,민박,제주특별자치도 서귀포시 표선면 표선백사로 121,33.32624 ,126.83666 
화목펜션,민박,제주특별자치도 서귀포시 표선면 표선백사로 149-7,33.32880 ,126.83602 
제주호가(濟州好家) 민박,민박,제주특별자치도 서귀포시 표선면 표선백사로 60번길 74,33.31640 ,126.83787 
아침산 저녁해,민박,제주특별자치도 서귀포시 표선면 표선백사로 96-5,33.32356 ,126.83636 
한솔 민박,민박,제주특별자치도 서귀포시 표선면 표선백사로103번길4-4,33.32484 ,126.83610 
소소락하우스,민박,제주특별자치도 서귀포시 표선면 표선백사로28번길 46-8,33.31543 ,126.83175 
오즈 민박,민박,제주특별자치도 서귀포시 표선면 표선백사로58번길 36,33.31857 ,126.83365 
제주바다마루 민박,민박,제주특별자치도 서귀포시 표선면 표선백사로60번길 70,33.31666 ,126.83748 
선스토리,민박,제주특별자치도 서귀포시 표선면 표선백사로60번길 72,33.31616 ,126.83736 
제주하다,민박,제주특별자치도 서귀포시 표선면 표선백사로60번길 74,33.31640 ,126.83787 
자락,민박,제주특별자치도 서귀포시 표선면 표선중앙로32번길 17,33.32902 ,126.82917 
제주 야자원,민박,제주특별자치도 서귀포시 표선면 풍천로 273번길 143-13,33.36049 ,126.82538 
샤프란,민박,제주특별자치도 서귀포시 표선면 풍천로273번길 143-39,33.35965 ,126.82685 
제주산내들 민박,민박,제주특별자치도 서귀포시 표선면 풍천로273번길 143-4,33.36058 ,126.82393 
야생초농원,민박,제주특별자치도 서귀포시 표선면 풍천로273번길151-22,33.35984 ,126.82389 
13보름,민박,제주특별자치도 서귀포시 표선면 하천달산로 32,33.34368 ,126.84312 
니돌담 내돌담,민박,제주특별자치도 서귀포시 표선면 하천로 137,33.35236 ,126.83923 
제주 다홍,민박,제주특별자치도 서귀포시 표선면 하천로 74번길 48,33.34939 ,126.84129 
생그루터 민박,민박,제주특별자치도 서귀포시 표선면 하천로74번길 15-10,33.34841 ,126.84167 
제주 이리스,민박,제주특별자치도 서귀포시 표선면 하천로99번길 24-7,33.35146 ,126.83876 
하귤민박,민박,제주특별자치도 서귀포시 표선면 하천로99번길 45,33.35241 ,126.83810 
스위트하우스,민박,제주특별자치도 서귀포시 표선면 한마음초등로 289,33.35247 ,126.80261 
sunset stay 민박,민박,제주특별자치도 서귀포시 표선면 한마음초등로 304-2,33.35120 ,126.80500 
제이-필하우스 민박,민박,제주특별자치도 서귀포시 표선면 한마음초등로 304-4,33.35158 ,126.80484 
한마음,민박,제주특별자치도 서귀포시 표선면 한마음초등로 402-32,33.35060 ,126.81432 
제주 홈스텔,민박,제주특별자치도 서귀포시 표선면 한마음초등로 465,33.35358 ,126.82119 
피터팬하우스,민박,제주특별자치도 서귀포시 표선면 한마음초등로 468,33.35304 ,126.82089 
561house 민박,민박,제주특별자치도 서귀포시 표선면 한마음초등로 56-1,33.34769 ,126.77990 
제주폴리폴리,민박,제주특별자치도 서귀포시 표선면 한마음초등로 616-8,33.35304 ,126.83567 
오렌지쉼팡,민박,제주특별자치도 서귀포시 하신상로 273-3,33.27909 ,126.60200 
셋째날,민박,제주특별자치도 서귀포시 하신상로 273-7,33.27907 ,126.60144 
하효민박,민박,제주특별자치도 서귀포시 하신상로 8,33.26135 ,126.61776 
가원,민박,제주특별자치도 서귀포시 하신상로142번길 35,33.27373 ,126.61097 
스테이숑,민박,제주특별자치도 서귀포시 하신상로9번길 21,33.26134 ,126.61546 
YOLO OLLE(욜로 올레),민박,제주특별자치도 서귀포시 하예로 1-2,33.24365 ,126.38638 
102스테이,민박,제주특별자치도 서귀포시 하예로 1-7,33.24352 ,126.38574 
논짓물민박,민박,제주특별자치도 서귀포시 하예로 52,33.24533 ,126.38971 
하얀도화지,민박,제주특별자치도 서귀포시 하예로44번길 1,33.24528 ,126.38924 
제주꿀잠,민박,제주특별자치도 서귀포시 하예하동로 13,33.23526 ,126.37251 
갯바위,민박,제주특별자치도 서귀포시 하예하동로 37-3,33.23355 ,126.37309 
제주독채민박 열아홉,민박,제주특별자치도 서귀포시 하원로19번길 44,33.25783 ,126.45794 
빨간지붕,민박,제주특별자치도 서귀포시 하원북로 194-22,33.28164 ,126.46232 
바람소리,민박,제주특별자치도 서귀포시 하원북로 80,33.26970 ,126.46229 
돌집 by 신대장,민박,제주특별자치도 서귀포시 하효중앙로 20,33.25217 ,126.62005 
희망민박,민박,제주특별자치도 서귀포시 하효중앙로 31,33.25334 ,126.61965 
다이브스테이,민박,제주특별자치도 서귀포시 하효중앙로 35,33.25370 ,126.61981 
바람코지,민박,제주특별자치도 서귀포시 하효중앙로 5,33.25098 ,126.61955 
제주카사블랑카,민박,제주특별자치도 서귀포시 학수암로 111,33.27049 ,126.52813 
나무의 꿈,민박,제주특별자치도 서귀포시 학수암로 48,33.26491 ,126.52877 
정경팬션,민박,제주특별자치도 서귀포시 학수암로 50-1,33.26527 ,126.52897 
꿈꾸는 하마,민박,제주특별자치도 서귀포시 호근남로 5번길 10,33.25688 ,126.52943 
비밀원,민박,제주특별자치도 서귀포시 호근남로 5번길 14-3,33.25693 ,126.53019 
소풍 비앤비,민박,제주특별자치도 서귀포시 호근남로 82,33.25159 ,126.53234 
소통,민박,제주특별자치도 서귀포시 호근로 33,33.25532 ,126.52665 
달집by신대장,민박,제주특별자치도 서귀포시 호근로 84,33.25866 ,126.52611 
모루헌,민박,제주특별자치도 서귀포시 호근로86번길 7-2,33.25890 ,126.52676 
먼문,민박,제주특별자치도 서귀포시 호근북로 55,33.26194 ,126.52981 
네모,민박,제주특별자치도 서귀포시 호근북로 93,33.26482 ,126.53103 
네모2,민박,제주특별자치도 서귀포시 호근북로 95,33.26495 ,126.53123 
하늘스테이,민박,제주특별자치도 서귀포시 효돈로 190-2,33.26328 ,126.61923 
쇠소깍 올레,민박,제주특별자치도 서귀포시 효돈로204번길 23,33.26237 ,126.61885 
뉴헤븐,민박,제주특별자치도 서귀포시 효돈순환로 19,33.26756 ,126.61318 
쇠소깍 섬도리왓,민박,제주특별자치도 서귀포시 효돈순환로 217-3,33.25686 ,126.62139 
보름우스테이,민박,제주특별자치도 서귀포시 효돈순환로 262,33.25700 ,126.61634 
,,,,
,,,,
